Name,Slug,Category,Brand,Description,Price,Compare_Price,SKU,Image
"Nintendo Elite Nintendo Switch OLED V1","nintendo-elite-nintendo-switch-oled-v1-81f5","gaming-vr","Nintendo","Experience the pinnacle of electronic engineering with the Nintendo Elite Nintendo Switch OLED V1. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",51504,59229,"ELEC-5A6DF39F","https://images.unsplash.com/photo-1583394838336-acd977736f90"
"Thrustmaster Advanced Gaming Steering Wheel V2","thrustmaster-advanced-gaming-steering-wheel-v2-57d2","gaming-vr","Thrustmaster","Experience the pinnacle of electronic engineering with the Thrustmaster Advanced Gaming Steering Wheel V2. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",12101,13916,"ELEC-2BD6806A","https://images.unsplash.com/photo-1627384113743-6bd5a479fffd"
"Nintendo Next-Gen Console Charging Dock V3","nintendo-next-gen-console-charging-dock-v3-c24b","gaming-vr","Nintendo","Experience the pinnacle of electronic engineering with the Nintendo Next-Gen Console Charging Dock V3. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",65426,75239,"ELEC-7BA6465D","https://images.unsplash.com/photo-1542291026-7eec264c27ff"
"Nintendo Elite Nintendo Switch OLED V4","nintendo-elite-nintendo-switch-oled-v4-ac1c","gaming-vr","Nintendo","Experience the pinnacle of electronic engineering with the Nintendo Elite Nintendo Switch OLED V4. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",10233,11767,"ELEC-DBAEADBA","https://images.unsplash.com/photo-1505740420928-5e560c06d30e"
"Sony Advanced Xbox Series X V5","sony-advanced-xbox-series-x-v5-79f1","gaming-vr","Sony","Experience the pinnacle of electronic engineering with the Sony Advanced Xbox Series X V5. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",32987,37935,"ELEC-EF39124F","https://images.unsplash.com/photo-1505740420928-5e560c06d30e"
"Microsoft Next-Gen Nintendo Switch OLED V6","microsoft-next-gen-nintendo-switch-oled-v6-b5bd","gaming-vr","Microsoft","Experience the pinnacle of electronic engineering with the Microsoft Next-Gen Nintendo Switch OLED V6. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",37878,43559,"ELEC-D1BE4D32","https://images.unsplash.com/photo-1627384113743-6bd5a479fffd"
"Nintendo Elite Xbox Series X V7","nintendo-elite-xbox-series-x-v7-8365","gaming-vr","Nintendo","Experience the pinnacle of electronic engineering with the Nintendo Elite Xbox Series X V7. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",44792,51510,"ELEC-BD0C8C2B","https://images.unsplash.com/photo-1542291026-7eec264c27ff"
"Nintendo Ultra Gaming Steering Wheel V8","nintendo-ultra-gaming-steering-wheel-v8-cd15","gaming-vr","Nintendo","Experience the pinnacle of electronic engineering with the Nintendo Ultra Gaming Steering Wheel V8. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",11782,13549,"ELEC-59CC5E39","https://images.unsplash.com/photo-1627384113743-6bd5a479fffd"
"Meta Smart Gaming Steering Wheel V9","meta-smart-gaming-steering-wheel-v9-32de","gaming-vr","Meta","Experience the pinnacle of electronic engineering with the Meta Smart Gaming Steering Wheel V9. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",33351,38353,"ELEC-43A1E2B0","https://images.unsplash.com/photo-1491472253230-a044054ca35f"
"Meta Smart PlayStation 5 Console V10","meta-smart-playstation-5-console-v10-a68b","gaming-vr","Meta","Experience the pinnacle of electronic engineering with the Meta Smart PlayStation 5 Console V10. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",29018,33370,"ELEC-87B356F6","https://images.unsplash.com/photo-1496181133206-80ce9b88a853"
